SHORTNM,VALUETXT
JHCP-4405001001-Cardiac Surgery Adm, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405001001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405001052-Cardiac Surgery Phys, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405001052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405002001-SOMC Admin, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405002001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405002053-Colo-Rectal Surgery, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405002053^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405003001-Ortho Surgery, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405003001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405004001-N Bethesda, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405004001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405004052-N Bethesda Phys, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405004052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405007052-JHCP Palliative Care, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405007052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405009001-NCR Neurology, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405009001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405009052-NCR Neurology Phys, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405009052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405009152-Sibley Neuro, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405009152^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405010001-Dtwn Bethesda, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405010001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405010052-Dtwn Bethesda Phys, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405010052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405010053-Dt Bethesda Rheum, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405010053^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405010054-Dtwn Bethesda Endo, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405010054^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405011201-SOMC Breast Surgery, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405011201^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405011252-SOMC Breast Surg Phy, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405011252^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405012001-Foxhall Surg, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405012001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405012052-Foxhall Surg Phys, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405012052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405013001-Sibley Mob, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405013001^----^*^----^*
JHCP-4405014001-DC @ I Street, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405014001^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405014052-DC @ I Street Physic, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405014052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405015001-Urbana, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405015001^----^*^----^*
JHCP-4405015052-Urbana Phys, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405015052^----^*^----^*
JHCP-4405016052-Suburban Urology Phy, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405016052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405019001-Sibley SPG, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405019001^----^*^----^*
JHCP-4405019052-Sibley SPG PHYS, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405019052^----^*^----^*
JHCP-4405032001-McLean Fam Staff, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405032001^----^*^----^*
JHCP-4405032052-McLean Fam Provider, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405032052^----^*^----^*
JHCP-4405052000-Rockville Peds, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405052000^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-4405052052-Rockville Peds Provider, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4405052052^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHCP-5502002012-Odtn Shared Suite, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^5502002012^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHH Exempt AST OTP Staff, IN^----^PayRule^----^1^----^$now^----^EmploymentStatus
JHHR - Called Back Hrs, 5553^----^0^----^Hours^----^WorkedItem
JHHR - CT Body, 4803617442^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Customer Service, 4803610480^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - CVC, 4803610493^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Diag - ED Grp2 CLL SH1, 1^----^$now^----^EmploymentStatus
JHHR - Diagnostics, 4803617413^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - eRadiology, 4803610481^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Imaging Bethesda, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^5550000500#5550000510#5550000520#5550000530#5550000540#5550000550#5550000560^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHHR - Imaging Call Center, 1^----^60002884^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Imaging Columbia, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^5550000400#5550000410#5550000420#5550000430#5550000440#5550000450#5550000600#5550000800#5550000810#5550000820#5550000830#5550000840#5550000850#5550000860^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHHR - Imaging Greenspring, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^5550000200#5550000210#5550000220#5550000230#5550000240#5550000250#5550000260^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHHR - Imaging White Marsh, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^5550000300#5550000310#5550000320#5550000330#5550000340#5550000350^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHHR - Intervent Neurorad, 4803617461^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Interventional RAD, 4803617460^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - JHI Admin, 5550000100^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Mammography, 4803617511^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - MIIT, 1^----^$now^----^EmploymentStatus
JHHR - MRI, 4803617451^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Nuclear Medicine, 4803617421^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - OnCall Hrs, 107^----^0^----^Hours^----^WorkedItem
JHHR - Oncall Units, 1^----^10001925#10001935#10001936^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Physics and Engineering, 4803610492^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Radiology Admin, 4803610090^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - School of RADTECH, 4803610394^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Transport, 4803610482^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR - Ultrasound, 4803617431^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHR All Employees, 1^----^$now^----^EmploymentStatus^----^*^----^10001921#10001922#10001923#10001924#10001925#10001935#10001936#10001939#10001944#10001945#10001946#10001947#10003482#10003484#10003487#10003488#60002838#60002884#60002885#60002886#60007251#60006067^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*
JHHR OR-WB OnCall Eligible, 1^----^$now^----^EmploymentStatus
JHHR-Diagnostics-ED, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus^----^FullName
JHHR-Diagnostics-JHHR Diag., =^----^1^----^3616^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus^----^00286884# 00177254# 00284352# 00245717# 00286522# 00300864# 00320865# 00330358# 00277371# 00319278# 00296298# 00276115# 00167359# 00321150# 00300067# 00301485# 00102307# 00193035# 00290505# 00237931^----^PersonNum^----^00340638# 00210803# 00032523# 00349150# 00344349^----^PersonNum
JHHR-Diagnostics-JHOC, =^----^1^----^3617^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus^----^FullName
JHHR-Diagnostics-OR-WB, 1^----^$now^----^EmploymentStatus^----^00032156# 00032523# 00167359^----^PersonNum
JHHR-Diagnostics-PEDS, =^----^1^----^3619^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Diagnostics-PRN-WE, 1^----^$now^----^EmploymentStatus^----^PRN-WE^----^152^----^CustomData
JHHR-Diagnostics-Tower, =^----^1^----^3620^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus^----^FullName
JHHR-Inpatient MRI-Blalock MRI, =^----^1^----^3621^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-JHHR MRI, =^----^1^----^3622^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-JHOC 3FL, =^----^1^----^3623^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-MRI Build, =^----^1^----^3624^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-Zayed 1FL, =^----^1^----^3625^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-Zayed 3FL, =^----^1^----^3626^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-Zayed 4FL, =^----^1^----^3627^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Inpatient MRI-Zayed 5th, =^----^1^----^3628^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC AN02, =^----^1^----^3600^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC AN03, =^----^1^----^3601^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC AN04, =^----^1^----^3602^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC AN05, =^----^1^----^3603^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC Cardiac, =^----^1^----^3604^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC Charge, =^----^1^----^3605^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-JHOC DEXA, =^----^1^----^3606^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nel. Bsmt Charge, =^----^1^----^3607^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nel. Bsmt NightQC, =^----^1^----^3608^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nel. Bsmt NM01, =^----^1^----^3609^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nel. Bsmt NM02, =^----^1^----^3610^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nel. Bsmt NM03, =^----^1^----^3611^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-Nuclear Med, =^----^1^----^3599^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-Nuc.Med-PEDS, =^----^1^----^3612^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
JHHR-US-CLL-GR1, 1^----^$now^----^EmploymentStatus^----^JHHR-US-CLL-GR1^----^GroupSchedule
JHHR-US-CLL-GR2, 1^----^$now^----^EmploymentStatus^----^JHHR-US-CLL-GR2^----^GroupSchedule
JHHR-US-CLL-GR3, 1^----^$now^----^EmploymentStatus^----^JHHR-US-CLL-GR3^----^GroupSchedule
JHHS ED Float Pool, 1^----^$now^----^EmploymentStatus^----^IN^----^PayRule
JHHS Finance, S3Q^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
JHHS JR2 excludes NEP group, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^JR2^----^*^----^IN^----^PayRule
JHHS NEP Group, IN^----^PayRule^----^1^----^$now^----^EmploymentStatus^----^TEST2^----^PersonNum^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4001350400#4500150306^----^JR2^----^*
JHHS SSU, HS06^----^*^----^HomeAcct^----^1^----^*^----^*^----^4500150306#4001350400^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHHS-4500080027-Supply Chain NCR, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4500080027^----^*^----^*
JHHS-4500310304-Clinical Engr, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4500310304^----^*^----^*
JHHS-Financial Clearance, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4500170020#4500030106^----^*^----^*^----^1^----^$now^----^EmploymentStatus
JHM Executive Payroll, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^S00^----^*^----^1^----^$now^----^EmploymentStatus
JHSC BSC A, 1^----^$now^----^EmploymentStatus^----^BSC A^----^GroupSchedule
JHSC BSC B, 1^----^$now^----^EmploymentStatus^----^BSC B^----^GroupSchedule
JHSC BSC C, 1^----^$now^----^EmploymentStatus^----^BSC C^----^GroupSchedule
JHSC-4680020010-GS Pavillion II, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020010^----^*^----^*
JHSC-4680020020-Knoll North, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020020^----^*^----^*
JHSC-4680020030-White Marsh, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020030^----^*^----^*
JHSC-4680020040-Lutherville, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020040^----^*^----^*
JHSC-4680020050-Bethesda, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020050^----^*^----^*
JHSC-4680020060-Bel Air, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020060^----^*^----^*
JHSC-4680020070-Howard County, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020070^----^*^----^*
JHSC-4680020080-Fertility Ctr ASC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4680020080^----^*^----^*
JHU All Employees, UN01#UN02#UN03#UN04#UN05#UN06#UN07#UN08#UN09#UN10#UN11#UN12#UN14#UN15#UN16#UN17^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^IN^----^PayRule
Leave Cases, 1^----^$now^----^EmploymentStatus
List for RN  retention, S00^----^1^----^HomeAcct^----^101^----^192:00:00^----^Hours^----^WorkedItem
Managers - Global, SuiteManager
MED B Test Query, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Missed Punches in Nursing, MissedPunch
MKT - Global, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^S21#S95^----^*^----^1^----^$now^----^EmploymentStatus
Myelo Call, FullName
NCR-4500150300-Office of the CNE, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4500150300^----^*^----^*
Pharm ACT Clinical Specialists, =^----^1^----^39289^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm AIP Clinical Specialists, =^----^1^----^39497^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm AIP Pharmacists, =^----^1^----^39490^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm AIP Technicians, =^----^1^----^39470^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm ALL Clinical Specialists, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm AMES Pharmacists, =^----^0^----^45854^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm AMES Technicians, IN^----^0^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm CCS Clinical Specialists, =^----^1^----^39398^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm CCS Pharmacists, 1^----^$now^----^EmploymentStatus^----^=^----^1^----^45854^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
Pharm CCS Technicians, =^----^1^----^39409^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm Central, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4803117401^----^*^----^*^----^1^----^$now^----^EmploymentStatus
Pharm Central Pharmacists, 1^----^$now^----^EmploymentStatus^----^=^----^1^----^39426^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
Pharm Central Technicians, 1^----^$now^----^EmploymentStatus^----^=^----^1^----^39436^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
Pharm Edu, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm IS, =^----^1^----^39273^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
Pharm Onc IDS Clinical Specialists, =^----^1^----^39270^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
